City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
230,Nanortalik,GL,2020-05-09 20:50:05,60.14,-45.24,43.11,62,62,15.77,broken clouds,0.0,0.0
231,Odweyne,SO,2020-05-09 20:50:05,9.41,45.06,76.57,63,58,3.96,broken clouds,0.0,0.0
232,Novobelokatay,RU,2020-05-09 20:50:05,55.71,58.95,60.15,52,90,7.23,overcast clouds,0.0,0.0
233,Mount Gambier,AU,2020-05-09 20:50:05,-37.83,140.77,41.0,93,75,4.81,broken clouds,0.0,0.0
234,Moroni,KM,2020-05-09 20:50:06,-11.7,43.26,79.05,80,95,14.54,light rain,0.0,0.0
235,Kavieng,PG,2020-05-09 20:50:06,-2.57,150.8,83.57,78,3,9.37,clear sky,0.0,0.0
236,Portland,US,2020-05-09 20:48:47,45.52,-122.68,86.0,23,75,23.04,broken clouds,0.0,0.0
237,Vung Tau,VN,2020-05-09 20:50:06,10.35,107.08,83.57,77,100,8.88,overcast clouds,0.0,0.0
238,Carnarvon,AU,2020-05-09 20:50:07,-24.87,113.63,75.06,42,100,13.47,overcast clouds,0.0,0.0
239,Gravdal,NO,2020-05-09 20:50:07,68.12,13.5,33.55,81,78,9.98,broken clouds,0.0,0.0
240,Nouakchott,MR,2020-05-09 20:50:07,18.09,-15.98,75.2,60,47,19.46,sand,0.0,0.0
241,Katiola,CI,2020-05-09 20:50:07,8.13,-5.1,82.4,78,20,4.7,few clouds,0.0,0.0
242,Muros,ES,2020-05-09 20:50:08,42.78,-9.06,57.99,88,51,5.99,broken clouds,0.0,0.0
243,Teya,RU,2020-05-09 20:50:08,60.38,92.63,53.89,74,100,5.68,overcast clouds,0.0,0.0
244,Ormara,PK,2020-05-09 20:50:08,25.21,64.64,81.86,81,11,8.68,few clouds,0.0,0.0
245,Sokolo,ML,2020-05-09 20:50:08,14.73,-6.12,95.34,20,4,9.22,clear sky,0.0,0.0
246,Qingdao,CN,2020-05-09 20:50:08,36.1,120.37,59.0,93,90,2.24,mist,0.0,0.0
247,Zabid,YE,2020-05-09 20:50:09,14.2,43.32,91.51,41,20,8.21,few clouds,0.0,0.0
248,Pagudpud,PH,2020-05-09 20:50:09,18.56,120.79,79.54,69,6,3.8,clear sky,0.0,0.0
249,Santa Rosa,PH,2020-05-09 20:50:09,14.31,121.11,82.4,74,20,1.12,few clouds,0.0,0.0
250,Kavaratti,IN,2020-05-09 20:50:09,10.57,72.64,85.42,72,0,9.08,clear sky,0.0,0.0
251,Bengkulu,ID,2020-05-09 20:50:10,-3.8,102.27,76.19,92,100,5.32,light rain,0.0,0.0
252,Husavik,IS,2020-05-09 20:50:11,66.04,-17.34,33.8,78,0,10.29,clear sky,0.0,0.0
253,Norman Wells,CA,2020-05-09 20:50:11,65.28,-126.83,46.4,49,5,17.22,clear sky,0.0,0.0
254,Quatre Cocos,MU,2020-05-09 20:50:12,-20.21,57.76,73.4,83,40,9.17,scattered clouds,0.0,0.0
255,Sakakah,SA,2020-05-09 20:50:12,29.97,40.21,71.6,30,0,14.99,clear sky,0.0,0.0
256,Mawlaik,MM,2020-05-09 20:50:12,23.63,94.42,76.12,50,7,1.61,clear sky,0.0,0.0
257,Kisanga,TZ,2020-05-09 20:50:12,-7.44,37.7,71.47,81,31,3.76,scattered clouds,0.0,0.0
258,Kyzyl-Suu,KG,2020-05-09 20:50:12,42.34,78.0,50.45,55,98,4.45,overcast clouds,0.0,0.0
259,Faranah,GN,2020-05-09 20:50:13,10.04,-10.74,77.94,81,97,4.61,light rain,0.0,0.0
260,Belaya Gora,RU,2020-05-09 20:50:13,68.53,146.42,31.75,97,93,8.75,overcast clouds,0.0,0.0
261,Salym,RU,2020-05-09 20:50:13,60.06,71.48,58.44,60,0,5.55,clear sky,0.0,0.0
262,Qaanaaq,GL,2020-05-09 20:50:14,77.48,-69.36,13.08,86,56,3.2,broken clouds,0.0,0.0
263,Mokhsogollokh,RU,2020-05-09 20:50:14,61.47,128.92,25.86,92,0,4.5,clear sky,0.0,0.0
264,Hasaki,JP,2020-05-09 20:50:15,35.73,140.83,66.0,88,75,6.93,light rain,0.0,0.0
265,Bardiyah,LY,2020-05-09 20:50:15,31.76,25.09,62.96,74,0,9.51,clear sky,0.0,0.0
266,Ryotsu,JP,2020-05-09 20:50:15,38.08,138.43,55.4,93,90,2.24,light rain,0.0,0.0
267,Mangaluru,IN,2020-05-09 20:50:16,12.87,74.88,82.9,79,74,1.97,broken clouds,0.0,0.0
268,Lazarev,RU,2020-05-09 20:50:16,52.23,141.51,33.57,92,0,5.79,clear sky,0.0,0.0
269,Miramar,US,2020-05-09 20:50:16,25.99,-80.23,84.2,54,1,12.75,clear sky,0.0,0.0
270,Samarai,PG,2020-05-09 20:50:16,-10.62,150.67,80.58,81,96,14.54,overcast clouds,0.0,0.0
271,Stykkisholmur,IS,2020-05-09 20:50:17,65.08,-22.73,38.21,65,0,1.68,clear sky,0.0,0.0
272,Lagoa,PT,2020-05-09 20:50:17,39.05,-27.98,63.66,88,100,25.08,overcast clouds,0.0,0.0
273,Zhigansk,RU,2020-05-09 20:50:17,66.77,123.37,14.59,96,22,8.86,few clouds,0.0,0.0
274,Williston,US,2020-05-09 20:50:17,48.15,-103.62,44.01,56,87,5.01,overcast clouds,0.0,0.0
275,Aklavik,CA,2020-05-09 20:50:17,68.22,-135.01,41.0,56,20,17.22,few clouds,0.0,0.0
276,Nikolskoye,RU,2020-05-09 20:50:18,59.7,30.79,42.8,56,0,4.47,clear sky,0.0,0.0
277,Nalut,LY,2020-05-09 20:50:18,30.33,10.85,87.85,12,84,15.97,broken clouds,0.0,0.0
278,Westport,US,2020-05-09 20:46:21,41.14,-73.36,48.2,24,75,26.4,broken clouds,0.0,0.0
279,Sitka,US,2020-05-09 20:50:18,57.05,-135.33,66.2,29,75,11.41,broken clouds,0.0,0.0
280,Birjand,IR,2020-05-09 20:50:18,32.87,59.22,60.8,29,36,6.93,scattered clouds,0.0,0.0
281,Zhezkazgan,KZ,2020-05-09 20:50:19,47.8,67.71,57.87,82,7,6.49,clear sky,0.0,0.0
282,Amudat,UG,2020-05-09 20:50:19,1.95,34.95,70.56,76,100,5.7,overcast clouds,0.0,0.0
283,Rantauprapat,ID,2020-05-09 20:50:19,2.1,99.83,75.2,94,100,0.94,overcast clouds,0.0,0.0
284,Severo-Kurilsk,RU,2020-05-09 20:45:48,50.68,156.12,33.37,91,96,18.25,overcast clouds,0.0,0.0
285,Agirish,RU,2020-05-09 20:50:20,61.92,63.02,58.46,57,0,5.91,clear sky,0.0,0.0
286,Flin Flon,CA,2020-05-09 20:50:20,54.77,-101.86,41.0,35,75,10.29,broken clouds,0.0,0.0
287,Inhambane,MZ,2020-05-09 20:50:20,-23.86,35.38,69.13,84,9,10.94,light rain,0.0,0.0
288,Ahuimanu,US,2020-05-09 20:50:20,21.44,-157.84,86.0,51,20,12.75,few clouds,0.0,0.0
289,Anchorage,US,2020-05-09 20:48:50,61.22,-149.9,57.99,41,1,13.87,clear sky,0.0,0.0
290,Nuevo Progreso,MX,2020-05-09 20:46:05,23.17,-97.95,82.99,63,100,7.0,overcast clouds,0.0,0.0
291,Lasa,IT,2020-05-09 20:50:21,46.62,10.7,55.4,76,40,6.93,scattered clouds,0.0,0.0
292,Gwadar,PK,2020-05-09 20:50:22,25.12,62.33,83.46,69,99,7.34,overcast clouds,0.0,0.0
293,Mutata,CO,2020-05-09 20:50:22,7.24,-76.44,85.12,78,100,0.78,moderate rain,0.0,0.0
294,Hurghada,EG,2020-05-09 20:47:33,27.26,33.81,77.0,41,0,4.7,clear sky,0.0,0.0
295,Innisfail,AU,2020-05-09 20:45:33,-17.53,146.03,68.14,91,34,5.08,scattered clouds,0.0,0.0
296,Kyra,RU,2020-05-09 20:50:23,49.58,111.98,31.41,85,0,8.5,clear sky,0.0,0.0
297,Lodwar,KE,2020-05-09 20:50:23,3.12,35.6,86.86,47,94,15.82,light rain,0.0,0.0
298,Toora-Khem,RU,2020-05-09 20:50:23,52.47,96.11,35.31,78,0,1.45,clear sky,0.0,0.0
299,Bokoro,TD,2020-05-09 20:50:23,12.38,17.06,92.95,10,0,11.07,clear sky,0.0,0.0
300,Klaksvik,FO,2020-05-09 20:50:24,62.23,-6.59,32.0,84,39,18.34,scattered clouds,0.0,0.0
301,Carballo,ES,2020-05-09 20:50:24,43.21,-8.69,59.0,73,98,1.99,overcast clouds,0.0,0.0
302,Pidsandawan,PH,2020-05-09 20:50:24,6.93,124.59,76.3,93,99,0.6,overcast clouds,0.0,0.0
303,Severnyy,RU,2020-05-09 20:50:24,50.68,36.55,44.6,81,40,4.47,scattered clouds,0.0,0.0
304,Severo-Yeniseyskiy,RU,2020-05-09 20:50:25,60.37,93.04,50.54,82,100,7.11,overcast clouds,0.0,0.0
305,Kyabe,TD,2020-05-09 20:50:25,9.45,18.94,82.65,56,98,4.88,overcast clouds,0.0,0.0
306,Calatayud,ES,2020-05-09 20:50:25,41.35,-1.64,66.2,88,20,1.12,few clouds,0.0,0.0
307,Daru,PG,2020-05-09 20:50:26,-9.08,143.21,80.26,85,54,15.68,light rain,0.0,0.0
308,Honiara,SB,2020-05-09 20:50:26,-9.43,159.95,78.8,94,40,2.24,scattered clouds,0.0,0.0
309,Lake City,US,2020-05-09 20:50:01,30.19,-82.64,79.0,33,1,5.82,clear sky,0.0,0.0
310,Saint-Francois,FR,2020-05-09 20:50:27,46.42,3.91,66.2,48,39,8.05,scattered clouds,0.0,0.0
311,Miura,JP,2020-05-09 20:50:27,35.14,139.62,66.99,92,84,8.01,broken clouds,0.0,0.0
312,Marienburg,PL,2020-05-09 20:50:27,54.04,19.03,48.99,100,0,2.24,clear sky,0.0,0.0
313,Clyde River,CA,2020-05-09 20:50:27,70.47,-68.59,14.0,85,75,13.87,broken clouds,0.0,0.0
314,Turukhansk,RU,2020-05-09 20:50:27,65.82,87.98,32.16,93,100,7.54,overcast clouds,0.0,0.0
315,Cabra,ES,2020-05-09 20:50:28,37.47,-4.44,62.01,68,84,3.0,broken clouds,0.0,0.0
316,Saint George,US,2020-05-09 20:50:28,37.1,-113.58,90.0,9,1,3.36,clear sky,0.0,0.0
317,College,US,2020-05-09 20:46:43,64.86,-147.8,66.0,35,75,4.7,broken clouds,0.0,0.0
318,Kutum,SD,2020-05-09 20:50:28,14.2,24.67,71.98,16,0,8.66,clear sky,0.0,0.0
319,Ballarat,AU,2020-05-09 20:50:29,-37.57,143.85,42.01,81,25,3.0,scattered clouds,0.0,0.0
320,Leningradskiy,RU,2020-05-09 20:50:29,69.38,178.42,24.85,95,100,7.7,overcast clouds,0.0,0.0
321,Namibe,AO,2020-05-09 20:50:29,-15.2,12.15,80.83,53,17,3.18,few clouds,0.0,0.0
322,Goderich,CA,2020-05-09 20:50:29,43.75,-81.72,42.01,67,46,8.12,scattered clouds,0.0,0.0
323,Glendive,US,2020-05-09 20:50:30,47.11,-104.71,46.0,50,75,13.87,broken clouds,0.0,0.0
324,Tarija,BO,2020-05-09 20:47:48,-21.54,-64.73,73.54,49,0,6.2,clear sky,0.0,0.0
325,Bubaque,GW,2020-05-09 20:50:30,11.28,-15.83,77.43,80,1,15.66,clear sky,0.0,0.0
326,Pedernales,DO,2020-05-09 20:50:30,18.04,-71.74,88.48,50,100,13.56,overcast clouds,0.0,0.0
327,Richards Bay,ZA,2020-05-09 20:50:30,-28.78,32.04,65.82,91,0,3.98,clear sky,0.0,0.0
328,Gat,IL,2020-05-09 20:50:02,31.61,34.76,66.99,76,10,3.06,clear sky,0.0,0.0
329,Deqing,CN,2020-05-09 20:50:31,30.54,119.96,69.01,69,100,1.86,overcast clouds,0.0,0.0
330,Tuatapere,NZ,2020-05-09 20:50:01,-46.13,167.68,53.62,82,86,6.69,overcast clouds,0.0,0.0
331,Energetik,RU,2020-05-09 20:50:31,51.74,58.79,56.7,90,100,1.41,overcast clouds,0.0,0.0
332,Vestmannaeyjar,IS,2020-05-09 20:50:31,63.44,-20.27,37.74,78,34,13.09,scattered clouds,0.0,0.0
333,Fare,PF,2020-05-09 20:50:32,-16.7,-151.02,81.99,77,0,17.63,clear sky,0.0,0.0
334,Honningsvag,NO,2020-05-09 20:50:32,70.98,25.97,35.28,79,95,11.39,overcast clouds,0.0,0.0
335,Boa Vista,BR,2020-05-09 20:50:32,2.82,-60.67,89.6,52,40,10.29,scattered clouds,0.0,0.0
336,Luanda,AO,2020-05-09 20:50:32,-8.84,13.23,80.6,88,20,2.24,few clouds,0.0,0.0
337,Taoudenni,ML,2020-05-09 20:50:33,22.68,-3.98,98.96,11,19,8.48,few clouds,0.0,0.0
338,Ulvik,NO,2020-05-09 20:50:33,60.57,6.92,39.99,90,98,2.77,snow,0.0,0.0
339,Mayuge,UG,2020-05-09 20:50:33,0.46,33.48,66.18,95,100,9.1,moderate rain,0.0,0.0
340,Kabinda,CD,2020-05-09 20:50:33,-6.13,24.48,70.45,88,45,3.67,scattered clouds,0.0,0.0
341,Sao Filipe,CV,2020-05-09 20:50:34,14.9,-24.5,74.77,74,95,9.91,overcast clouds,0.0,0.0
342,Nantucket,US,2020-05-09 20:50:14,41.28,-70.1,48.2,29,75,32.21,broken clouds,0.0,0.0
343,Coquimbo,CL,2020-05-09 20:50:34,-29.95,-71.34,57.2,82,75,6.93,broken clouds,0.0,0.0
344,Saint-Augustin,CA,2020-05-09 20:50:34,51.23,-58.65,37.17,81,99,6.62,overcast clouds,0.0,0.0
345,Presidente Epitacio,BR,2020-05-09 20:50:34,-21.76,-52.12,68.83,64,0,3.4,clear sky,0.0,0.0
346,Ketchikan,US,2020-05-09 20:47:13,55.34,-131.65,75.2,23,1,17.22,clear sky,0.0,0.0
347,Sola,VU,2020-05-09 20:50:35,-13.88,167.55,80.24,78,22,16.93,few clouds,0.0,0.0
348,Southbridge,US,2020-05-09 20:50:35,42.08,-72.03,41.0,34,100,5.99,overcast clouds,0.0,0.0
349,Natal,BR,2020-05-09 20:46:16,-5.79,-35.21,80.6,78,40,10.29,scattered clouds,0.0,0.0
350,Nemuro,JP,2020-05-09 20:50:37,43.32,145.57,46.54,74,100,10.92,overcast clouds,0.0,0.0
351,Igrim,RU,2020-05-09 20:50:37,63.19,64.42,52.41,90,39,5.57,scattered clouds,0.0,0.0
352,Henties Bay,NA,2020-05-09 20:50:37,-22.12,14.28,70.07,50,0,8.03,clear sky,0.0,0.0
353,Trinidad,BO,2020-05-09 20:50:37,-14.83,-64.9,82.4,48,6,4.7,clear sky,0.0,0.0
354,Gravelbourg,CA,2020-05-09 20:50:38,49.88,-106.55,43.81,65,94,9.26,light rain,0.0,0.0
355,Wanning,CN,2020-05-09 20:50:38,18.8,110.4,79.77,92,23,9.73,few clouds,0.0,0.0
356,Berezovyy,RU,2020-05-09 20:50:38,51.67,135.7,45.14,62,0,0.54,clear sky,0.0,0.0
357,Marzuq,YE,2020-05-09 20:50:39,14.4,46.47,78.48,27,32,5.61,scattered clouds,0.0,0.0
358,Parkes,AU,2020-05-09 20:50:39,-33.13,148.18,42.01,86,0,5.79,clear sky,0.0,0.0
359,Catuday,PH,2020-05-09 20:50:39,16.29,119.81,82.4,76,80,7.7,broken clouds,0.0,0.0
360,Zavodoukovsk,RU,2020-05-09 20:50:39,56.5,66.55,61.45,38,49,9.13,scattered clouds,0.0,0.0
361,Campo,PT,2020-05-09 20:50:39,41.19,-8.46,55.99,93,20,5.82,light rain,0.0,0.0
362,Loon,PH,2020-05-09 20:50:40,9.8,123.79,80.6,83,20,1.12,few clouds,0.0,0.0
363,Byron Bay,AU,2020-05-09 20:50:08,-28.65,153.62,61.0,93,0,2.24,clear sky,0.0,0.0
364,Gulu,UG,2020-05-09 20:50:41,2.77,32.3,66.06,99,100,6.17,light rain,0.0,0.0
365,Ronne,DK,2020-05-09 20:50:41,55.1,14.71,46.4,93,24,2.24,few clouds,0.0,0.0
366,Sarab,IR,2020-05-09 20:50:41,38.61,44.99,58.3,73,100,6.87,light rain,0.0,0.0
367,Roald,NO,2020-05-09 20:50:42,62.58,6.13,39.0,87,98,16.11,light snow,0.0,0.0
368,Slave Lake,CA,2020-05-09 20:50:42,55.28,-114.77,44.6,45,75,6.93,broken clouds,0.0,0.0
369,Tailai,CN,2020-05-09 20:50:43,46.38,123.4,55.4,45,19,9.06,few clouds,0.0,0.0
370,Billings,US,2020-05-09 20:47:06,45.78,-108.5,55.99,25,75,3.36,broken clouds,0.0,0.0
371,Kropotkin,RU,2020-05-09 20:50:43,45.44,40.58,45.0,87,0,12.5,clear sky,0.0,0.0
372,Mongagua,BR,2020-05-09 20:50:43,-24.09,-46.62,73.4,64,0,8.05,clear sky,0.0,0.0
373,Port-Gentil,GA,2020-05-09 20:50:43,-0.72,8.78,80.6,94,40,8.05,scattered clouds,0.0,0.0
374,Puerto Carreno,CO,2020-05-09 20:50:44,6.19,-67.49,91.4,52,40,8.05,scattered clouds,0.0,0.0
375,Sept-Iles,CA,2020-05-09 20:50:44,50.2,-66.38,44.01,65,75,6.93,broken clouds,0.0,0.0
376,Arica,CL,2020-05-09 20:47:43,-18.48,-70.3,68.0,72,17,10.29,few clouds,0.0,0.0
377,Mana,GF,2020-05-09 20:50:44,5.66,-53.78,79.43,83,100,10.56,overcast clouds,0.0,0.0
378,Aykhal,RU,2020-05-09 20:50:45,66.0,111.5,32.0,94,90,8.95,light shower snow,0.0,0.0
379,Camacha,PT,2020-05-09 20:50:45,33.08,-16.33,66.2,77,75,13.87,broken clouds,0.0,0.0
380,Lac Du Bonnet,CA,2020-05-09 20:50:45,50.25,-96.06,43.0,41,100,21.0,overcast clouds,0.0,0.0
381,Varzea Alegre,BR,2020-05-09 20:50:45,-5.35,-40.38,73.56,73,25,5.41,scattered clouds,0.0,0.0
382,Mahon,ES,2020-05-09 20:50:45,39.89,4.27,64.4,88,2,6.93,clear sky,0.0,0.0
383,Maksatikha,RU,2020-05-09 20:50:46,57.8,35.88,44.51,78,14,3.62,few clouds,0.0,0.0
384,Upington,ZA,2020-05-09 20:50:46,-28.45,21.26,66.2,32,0,3.36,clear sky,0.0,0.0
385,Yafran,LY,2020-05-09 20:50:46,32.06,12.53,82.0,19,92,24.92,overcast clouds,0.0,0.0
386,Kenai,US,2020-05-09 20:50:47,60.55,-151.26,57.2,41,1,20.8,clear sky,0.0,0.0
387,Kharp,RU,2020-05-09 20:50:47,66.8,65.81,32.9,88,100,1.39,overcast clouds,0.0,0.0
388,Katsuura,JP,2020-05-09 20:50:47,35.13,140.3,66.0,92,78,8.01,broken clouds,0.0,0.0
389,Dese,ET,2020-05-09 20:50:48,11.13,39.63,55.09,77,84,1.03,broken clouds,0.0,0.0
390,Luang Prabang,LA,2020-05-09 20:50:48,19.89,102.13,75.11,86,100,0.65,overcast clouds,0.0,0.0
391,Arona,ES,2020-05-09 20:50:48,28.1,-16.68,71.01,73,20,1.12,few clouds,0.0,0.0
392,Mogocha,RU,2020-05-09 20:50:31,53.73,119.77,34.56,86,99,3.02,overcast clouds,0.0,0.0
393,Umm Kaddadah,SD,2020-05-09 20:50:49,13.6,26.69,84.24,11,71,15.43,broken clouds,0.0,0.0
394,Grindavik,IS,2020-05-09 20:50:49,63.84,-22.43,41.0,41,20,6.93,few clouds,0.0,0.0
395,Beyneu,KZ,2020-05-09 20:50:49,45.32,55.2,67.1,56,38,14.25,scattered clouds,0.0,0.0
396,Auki,SB,2020-05-09 20:50:49,-8.77,160.7,81.86,79,67,5.37,broken clouds,0.0,0.0
397,Mackenzie,CA,2020-05-09 20:50:50,55.3,-123.17,59.0,38,1,12.75,clear sky,0.0,0.0
398,Grenaa,DK,2020-05-09 20:50:50,56.42,10.88,51.8,71,20,2.24,few clouds,0.0,0.0
399,Chingirlau,KZ,2020-05-09 20:50:50,51.09,54.08,58.66,86,97,10.45,overcast clouds,0.0,0.0
400,Melioratorov,RU,2020-05-09 20:50:50,57.21,65.61,62.6,45,61,6.71,broken clouds,0.0,0.0
401,Riberalta,BO,2020-05-09 20:50:51,-10.98,-66.1,85.33,57,18,1.1,few clouds,0.0,0.0
402,Ancud,CL,2020-05-09 20:50:51,-41.87,-73.82,53.01,93,75,17.22,broken clouds,0.0,0.0
403,Zvishavane,ZW,2020-05-09 20:50:51,-20.33,30.07,54.61,88,0,2.98,clear sky,0.0,0.0
404,Petauke,ZM,2020-05-09 20:50:51,-14.24,31.33,60.12,76,46,6.91,scattered clouds,0.0,0.0
405,Lata,PT,2020-05-09 20:46:38,40.16,-8.33,59.0,90,29,1.01,scattered clouds,0.0,0.0
406,Canaries,ES,2020-05-09 20:50:52,28.0,-15.5,69.8,64,40,18.34,scattered clouds,0.0,0.0
407,Caracuaro,MX,2020-05-09 20:50:52,19.01,-101.13,102.97,17,4,6.55,clear sky,0.0,0.0
408,Springbok,ZA,2020-05-09 20:50:52,-29.66,17.89,67.69,24,0,11.34,clear sky,0.0,0.0
409,Paamiut,GL,2020-05-09 20:50:53,61.99,-49.67,42.71,64,92,5.57,overcast clouds,0.0,0.0
410,Tilichiki,RU,2020-05-09 20:50:53,60.47,166.1,31.87,100,100,10.22,overcast clouds,0.0,0.0
411,Ishinomaki,JP,2020-05-09 20:50:53,38.42,141.3,59.0,93,75,3.36,broken clouds,0.0,0.0
412,Cockburn Town,TC,2020-05-09 20:50:53,21.46,-71.14,81.36,82,30,14.05,scattered clouds,0.0,0.0
413,Pervomayskoye,RU,2020-05-09 20:50:54,43.92,46.71,52.47,87,100,6.98,light rain,0.0,0.0
414,Popondetta,PG,2020-05-09 20:50:54,-8.75,148.25,75.69,86,85,2.28,overcast clouds,0.0,0.0
415,North Bend,US,2020-05-09 20:50:32,43.41,-124.22,73.0,82,20,11.41,few clouds,0.0,0.0
416,Vigrestad,NO,2020-05-09 20:50:54,58.57,5.7,44.6,75,75,8.05,light rain,0.0,0.0
417,Maningrida,AU,2020-05-09 20:50:55,-12.07,134.27,73.27,88,8,8.12,clear sky,0.0,0.0
418,Krasnyy Yar,RU,2020-05-09 20:50:55,46.53,48.35,57.2,62,98,11.18,overcast clouds,0.0,0.0
419,Palana,RU,2020-05-09 20:50:55,59.12,159.97,29.34,100,100,15.32,snow,0.0,0.0
420,Zaigrayevo,RU,2020-05-09 20:50:55,51.83,108.27,32.0,86,20,2.24,few clouds,0.0,0.0
421,Sur,OM,2020-05-09 20:50:56,22.57,59.53,85.35,40,0,5.03,clear sky,0.0,0.0
422,Vao,NC,2020-05-09 20:50:56,-22.67,167.48,72.32,73,30,13.53,scattered clouds,0.0,0.0
423,Atbasar,KZ,2020-05-09 20:50:56,51.8,68.33,61.0,43,62,12.01,broken clouds,0.0,0.0
424,Buique,BR,2020-05-09 20:50:56,-8.62,-37.16,68.99,73,89,7.38,overcast clouds,0.0,0.0
425,Khasan,RU,2020-05-09 20:50:56,42.43,130.64,50.77,98,100,2.75,moderate rain,0.0,0.0
426,Brownwood,US,2020-05-09 20:50:57,31.71,-98.99,75.2,36,1,4.7,clear sky,0.0,0.0
427,Pombas,CV,2020-05-09 20:50:57,17.15,-25.02,75.2,64,75,29.97,broken clouds,0.0,0.0
428,Nivala,FI,2020-05-09 20:50:57,63.92,24.97,34.0,75,0,4.0,clear sky,0.0,0.0
429,Felipe Carrillo Puerto,MX,2020-05-09 20:50:57,19.58,-88.05,90.21,54,82,7.7,light rain,0.0,0.0
430,Orthez,FR,2020-05-09 20:50:58,43.49,-0.77,68.0,77,55,10.29,light rain,0.0,0.0
431,Mapiripan,CO,2020-05-09 20:50:58,2.89,-72.13,81.43,79,100,2.82,light rain,0.0,0.0
432,Sibu,MY,2020-05-09 20:50:58,2.3,111.82,78.8,94,75,3.36,broken clouds,0.0,0.0
433,Kampong Thum,KH,2020-05-09 20:50:58,12.71,104.89,83.89,67,100,10.13,overcast clouds,0.0,0.0
434,San Carlos De Bariloche,AR,2020-05-09 20:50:58,-41.15,-71.31,48.99,87,75,14.99,moderate rain,0.0,0.0
435,Maryville,US,2020-05-09 20:50:59,35.76,-83.97,63.0,30,1,4.7,clear sky,0.0,0.0
436,Clinton,US,2020-05-09 20:50:59,42.59,-82.92,48.99,36,75,14.99,broken clouds,0.0,0.0
437,Lantana,US,2020-05-09 20:50:59,26.59,-80.05,86.0,35,75,9.17,broken clouds,0.0,0.0
438,Iqaluit,CA,2020-05-09 20:50:59,63.75,-68.51,39.2,69,75,5.82,broken clouds,0.0,0.0
439,Port Hardy,CA,2020-05-09 20:50:59,50.7,-127.42,64.4,52,75,4.7,broken clouds,0.0,0.0
440,Poya,NC,2020-05-09 20:51:00,-21.35,165.15,71.58,74,13,2.73,few clouds,0.0,0.0
441,Saurimo,AO,2020-05-09 20:50:51,-9.66,20.39,67.78,74,24,2.24,few clouds,0.0,0.0
442,Sinnamary,GF,2020-05-09 20:51:00,5.38,-52.95,79.45,85,99,11.68,light rain,0.0,0.0
443,Port Lincoln,AU,2020-05-09 20:51:00,-34.73,135.87,54.36,70,10,8.25,clear sky,0.0,0.0
444,Teeli,RU,2020-05-09 20:51:01,51.03,90.23,43.27,51,0,0.87,clear sky,0.0,0.0
445,Maragogi,BR,2020-05-09 20:47:24,-9.01,-35.22,77.83,75,83,7.07,broken clouds,0.0,0.0
446,Salalah,OM,2020-05-09 20:51:01,17.02,54.09,82.4,88,20,2.24,few clouds,0.0,0.0
447,Naze,JP,2020-05-09 20:51:01,28.37,129.48,71.6,94,66,5.82,broken clouds,0.0,0.0
448,Coari,BR,2020-05-09 20:51:02,-4.08,-63.14,80.55,93,97,2.1,moderate rain,0.0,0.0
449,Itarema,BR,2020-05-09 20:50:47,-2.92,-39.92,78.66,85,8,6.64,light rain,0.0,0.0
450,Gondanglegi,ID,2020-05-09 20:51:02,-7.75,112.01,74.44,92,100,5.5,light rain,0.0,0.0
451,Kyren,RU,2020-05-09 20:51:03,51.68,102.14,38.23,71,20,1.83,few clouds,0.0,0.0
452,Mugur-Aksy,RU,2020-05-09 20:51:03,50.35,90.5,36.34,69,0,3.69,clear sky,0.0,0.0
453,Abu Dhabi,AE,2020-05-09 20:46:06,24.47,54.37,84.2,66,0,3.36,clear sky,0.0,0.0
454,Carbonia,IT,2020-05-09 20:51:03,39.17,8.52,66.2,88,75,9.17,broken clouds,0.0,0.0
455,Moree,AU,2020-05-09 20:51:04,-29.47,149.85,50.0,87,0,13.22,clear sky,0.0,0.0
456,Cuamba,MZ,2020-05-09 20:51:04,-14.8,36.54,63.64,85,29,6.82,scattered clouds,0.0,0.0
457,Gillette,US,2020-05-09 20:51:04,44.29,-105.5,50.0,34,20,19.46,few clouds,0.0,0.0
458,Trairi,BR,2020-05-09 20:51:04,-3.28,-39.27,77.85,88,7,5.23,light rain,0.0,0.0
459,Bodden Town,KY,2020-05-09 20:51:04,19.28,-81.25,89.6,75,20,8.05,few clouds,0.0,0.0
460,Nyaunglebin,MM,2020-05-09 20:51:05,17.95,96.73,80.6,67,0,3.76,clear sky,0.0,0.0
461,Waingapu,ID,2020-05-09 20:50:19,-9.66,120.26,76.23,83,64,8.16,broken clouds,0.0,0.0
462,Vytegra,RU,2020-05-09 20:51:05,61.01,36.45,41.31,76,0,4.81,clear sky,0.0,0.0
463,Lamu,KE,2020-05-09 20:51:05,-2.27,40.9,78.96,87,100,19.1,moderate rain,0.0,0.0
464,De Aar,ZA,2020-05-09 20:51:06,-30.65,24.01,57.92,36,0,1.19,clear sky,0.0,0.0
465,Mtambile,TZ,2020-05-09 20:51:06,-5.38,39.7,81.3,74,97,17.49,light rain,0.0,0.0
466,Walvis Bay,NA,2020-05-09 20:46:35,-22.96,14.51,74.01,38,0,4.76,clear sky,0.0,0.0
