City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
252,Meulaboh,ID,2020-01-05 14:23:00,4.14,96.13,83.5,72,94,4.79
253,Lata,IN,2020-01-05 14:23:00,30.78,78.62,12.49,59,100,5.41
254,Inhambane,MZ,2020-01-05 14:23:00,-23.87,35.38,86.0,62,20,13.87
255,Kipushi,CD,2020-01-05 14:23:00,-11.76,27.24,74.5,85,100,4.34
256,Port Macquarie,AU,2020-01-05 14:21:44,-31.43,152.91,72.0,88,90,11.41
257,Kangaatsiaq,GL,2020-01-05 14:23:01,68.31,-53.46,7.99,98,100,27.27
258,Warrnambool,AU,2020-01-05 14:23:01,-38.38,142.48,53.01,81,58,15.5
259,La Ronge,CA,2020-01-05 14:23:02,55.1,-105.3,8.6,71,90,13.87
260,Muros,ES,2020-01-05 14:23:02,42.77,-9.06,61.0,76,0,1.12
261,Indian Head,CA,2020-01-05 14:23:02,50.53,-103.67,23.0,69,0,4.0
262,Mahajanga,MG,2020-01-05 14:23:02,-15.72,46.32,82.4,78,20,6.93
263,Dolores,UY,2020-01-05 14:23:02,-33.53,-58.22,87.66,33,0,6.44
264,Back Mountain,US,2020-01-05 14:23:03,41.34,-76.0,36.0,70,90,12.75
265,Topolobampo,MX,2020-01-05 14:23:03,25.6,-109.05,50.0,95,7,3.0
266,Aksarka,RU,2020-01-05 14:23:03,66.56,67.8,19.17,84,8,19.01
267,Brazzaville,CD,2020-01-05 14:23:03,-4.27,15.27,87.8,66,75,9.17
268,Elat,CM,2020-01-05 14:23:03,2.91,11.16,91.2,24,0,1.23
269,Ambilobe,MG,2020-01-05 14:23:04,-13.19,49.05,80.6,84,100,6.33
270,Mumbwa,ZM,2020-01-05 14:23:04,-14.99,27.06,74.23,86,100,1.48
271,Namibe,AO,2020-01-05 14:23:04,-15.19,12.15,75.16,87,100,8.01
272,Anloga,GH,2020-01-05 14:23:04,5.79,0.9,89.6,22,80,9.17
273,Gorontalo,ID,2020-01-05 14:19:23,0.54,123.06,73.44,96,100,3.02
274,Saskylakh,RU,2020-01-05 14:23:05,71.97,114.09,-20.9,95,0,10.65
275,Saint Anthony,US,2020-01-05 14:23:05,43.97,-111.68,17.6,85,75,4.7
276,San Pedro,AR,2020-01-05 14:23:05,-33.68,-59.66,86.0,47,25,1.99
277,Nkowakowa,ZA,2020-01-05 14:23:05,-23.89,30.29,80.6,42,5,12.75
278,Llandrindod Wells,GB,2020-01-05 14:23:06,52.24,-3.38,50.0,88,66,11.34
279,Epe,DE,2020-01-05 14:23:06,52.18,7.04,45.0,87,75,6.93
280,Ramgarh,IN,2020-01-05 14:23:06,27.26,75.18,59.58,40,2,6.49
281,Quirinopolis,BR,2020-01-05 14:18:34,-18.45,-50.45,83.25,62,0,11.68
282,Altamira,BR,2020-01-05 14:22:14,-3.2,-52.21,80.6,83,40,4.7
283,Bumbuna,SL,2020-01-05 14:23:07,9.05,-11.73,92.88,11,0,2.44
284,Emerald,AU,2020-01-05 14:20:31,-23.53,148.16,78.8,57,44,12.75
